"","name","domain","year founded","industry","size range","locality","country","linkedin url","current employee estimate","total employee estimate"
"5392811","luxoft","luxoft.com","2000.0","information technology and services","10001+","moscow, moscow city, russia","switzerland","linkedin.com/company/luxoft","6343","13857"
"6825392","university of calgary","ucalgary.ca","1966.0","higher education","10001+","calgary, alberta, canada","canada","linkedin.com/company/university-of-calgary","6336","16381"
"3423323","toys r us","toysrusinc.com","1948.0","retail","10001+","wayne, new jersey, united states","united states","linkedin.com/company/toysrus1","6336","31201"
"5940517","the children's hospital of philadelphia","chop.edu","1855.0","hospital & health care","10001+","philadelphia, pennsylvania, united states","united states","linkedin.com/company/the-childrens-hospital-of-philadelphia","6335","13281"
"1985988","commonwealth of massachusetts","mass.gov","","government administration","10001+","boston, massachusetts, united states","united states","linkedin.com/company/commonwealth-of-massachusetts","6335","11290"
"1779824","skf group","skf.com","1907.0","mechanical or industrial engineering","10001+","ase, vasternorrlands lan, sweden","sweden","linkedin.com/company/skf","6324","15349"
"2056979","western union","westernunion.com","1851.0","financial services","10001+","englewood, colorado, united states","united states","linkedin.com/company/western-union","6323","14953"
"6950013","deutsche telekom","","1995.0","telecommunications","10001+","bonn, nordrhein-westfalen, germany","germany","linkedin.com/company/telekom","6316","15364"
"2587664","pt. bank negara indonesia (persero) tbk.","bni.co.id","1946.0","banking","10001+","jakarta, jakarta raya, indonesia","indonesia","linkedin.com/company/pt.-bank-negara-indonesia-persero-tbk.","6316","8566"
"1990315","florida state university","fsu.edu","","higher education","10001+","tallahassee, florida, united states","united states","linkedin.com/company/florida-state-university","6305","20753"
"4587100","caesars entertainment corporation","caesars.com","1937.0","gambling & casinos","10001+","las vegas, nevada, united states","united states","linkedin.com/company/caesars-entertainment-corporation","6302","15517"
"2977962","oxy","oxy.com","","oil & energy","10001+","houston, texas, united states","united states","linkedin.com/company/oxy","6301","13216"
"6599478","la fitness","lafitness.com","1984.0","health, wellness and fitness","10001+","irvine, california, united states","united states","linkedin.com/company/la-fitness","6300","19704"
"3117715","shangri-la hotels and resorts","shangri-la.com","1971.0","hospitality","10001+","quarry bay, eastern, hong kong","hong kong","linkedin.com/company/shangri-la-hotels-and-resorts","6292","20102"
"4239163","iowa state university","iastate.edu","1858.0","higher education","10001+","ames, iowa, united states","united states","linkedin.com/company/iowa-state-university","6287","20888"
"3924907","medical university of south carolina","musc.edu","1824.0","hospital & health care","10001+","charleston, south carolina, united states","united states","linkedin.com/company/medical-university-of-south-carolina","6285","11970"
"3426865","boston children's hospital","","1869.0","hospital & health care","10001+","boston, massachusetts, united states","united states","linkedin.com/company/bostonchildrenshospital","6283","15841"
"478829","ngo","disabilitymanagement.com","","non-profit organization management","10001+","","singapore","linkedin.com/company/ngo","6282","7651"
"1913967","frontier communications","frontier.com","1935.0","telecommunications","10001+","norwalk, connecticut, united states","united states","linkedin.com/company/frontier-communications","6273","12812"
"1990902","crédit agricole cib","ca-cib.com","2004.0","banking","10001+","courbevoie, ile-de-france, france","france","linkedin.com/company/credit-agricole-cib","6266","18971"
"2507088","stay at home mom","","","hospital & health care","10001+","","","linkedin.com/company/stay-at-home-mom","6262","7111"
"3410071","autozone","autozone.com","1979.0","retail","10001+","memphis, tennessee, united states","united states","linkedin.com/company/autozone","6256","15563"
"6468981","transamerica","transamerica.com","1904.0","financial services","10001+","baltimore, maryland, united states","united states","linkedin.com/company/transamerica","6251","14347"
"3721571","temple university","","","higher education","10001+","","","linkedin.com/company/templeuniversity","6250","17825"
"4273343","exl","exlservice.com","1999.0","outsourcing/offshoring","10001+","new york, new york, united states","united states","linkedin.com/company/exl-service","6236","14894"
"5560708","world health organization","who.int","1948.0","international affairs","10001+","geneva, geneva, switzerland","switzerland","linkedin.com/company/world-health-organization","6227","16037"
"7133314","fannie mae","fanniemae.com","1938.0","financial services","10001+","washington, district of columbia, united states","united states","linkedin.com/company/fannie-mae-corporation_19722","6222","16127"
"5887085","kiewit","kiewit.com","1884.0","construction","10001+","omaha, nebraska, united states","united states","linkedin.com/company/kiewit","6216","17579"
"1243264","societe generale corporate and investment banking - sgcib","","1990.0","financial services","10001+","","","linkedin.com/company/societegenerale-corporate-and-investment-banking","6213","14537"
"5312136","groupon","groupon.com","2008.0","internet","10001+","chicago, illinois, united states","united states","linkedin.com/company/groupon","6211","24153"
"2977175","none at present","","","marketing and advertising","10001+","","","linkedin.com/company/total-care-security-ltd","6208","6922"
"6543017","proximus","proximus.com","","telecommunications","10001+","brussels, brussels hoofdstedelijk gewest, belgium","belgium","linkedin.com/company/proximus","6206","12259"
"2740116","plexus worldwide","plexusworldwide.com","2006.0","health, wellness and fitness","10001+","scottsdale, arizona, united states","united states","linkedin.com/company/plexus-worldwide-inc-","6203","6743"
"6526927","mac cosmetics","maccosmetics.com","","cosmetics","10001+","","","linkedin.com/company/mac-cosmetics","6197","13884"
"2037618","postnl","postnl.nl","","logistics and supply chain","10001+","the hague, zuid-holland, netherlands","netherlands","linkedin.com/company/postnl","6196","19264"
"4251624","hdr","hdrinc.com","1917.0","design","10001+","omaha, nebraska, united states","united states","linkedin.com/company/hdr","6195","12131"
"388888","parsons brinckerhoff","wsp.com","","civil engineering","10001+","montréal, quebec, canada","canada","linkedin.com/company/wsp","6195","17094"
"3334992","rede globo","redeglobo.com.br","1965.0","broadcast media","10001+","rio de janeiro, rio de janeiro, brazil","brazil","linkedin.com/company/rede-globo","6192","14249"
"1597651","ubisoft","ubisoftgroup.com","1986.0","computer games","10001+","bois, nouvelle-aquitaine, france","france","linkedin.com/company/ubisoft","6192","17182"
"779507","suez","suez.com","","environmental services","10001+","paris, île-de-france, france","france","linkedin.com/company/suez","6188","13681"
"5143689","citrix","citrix.com","1989.0","computer software","10001+","fort lauderdale, florida, united states","united states","linkedin.com/company/citrix","6182","17111"
"1192481","persistent systems","persistent.com","1990.0","computer software","10001+","pune, maharashtra, india","india","linkedin.com/company/persistent-systems","6181","14553"
"6480061","university of virginia","virginia.edu","1819.0","higher education","10001+","charlottesville, virginia, united states","united states","linkedin.com/company/university-of-virginia","6170","19135"
"6566098","tsa","tsa.gov","2001.0","government administration","10001+","arlington, virginia, united states","united states","linkedin.com/company/tsa","6166","11315"
"120396","royal navy","","","military","10001+","portsmouth, virginia, united states","united kingdom","linkedin.com/company/royal-navy","6166","24228"
"6695881","thirty-one gifts","thirtyonegifts.com","2003.0","retail","10001+","columbus, ohio, united states","united states","linkedin.com/company/thirty-one-gifts","6163","8774"
"5070478","hexaware technologies","hexaware.com","1990.0","information technology and services","10001+","bombay, maharashtra, india","india","linkedin.com/company/hexaware-technologies","6159","13742"
"6011538","any","associatedtechcollege.com","","hospital & health care","10001+","","","linkedin.com/company/any","6158","7645"
"7112388","metro cash and carry","metro-cc.com","1964.0","wholesale","10001+","","","linkedin.com/company/metro-cash-and-carry","6153","19629"
"6181429","pharmacy","protonsec.com","","pharmaceuticals","10001+","","","linkedin.com/company/pharmacy","6152","7969"
"4082112","schaeffler","schaeffler.com","1946.0","mechanical or industrial engineering","10001+","herzogenaurach, bavaria, germany","germany","linkedin.com/company/schaeffler","6151","12319"
"4208726","analog devices","analog.com","1965.0","semiconductors","10001+","norwood, massachusetts, united states","united states","linkedin.com/company/analog-devices","6150","12085"
